,587.1667024476945,Stream starting soon
2272.7001384948203,2368.201944,Snutt Talk: We consulted with Uzu
2368.201944,2427.512522,"Q&A: Was it Nuke compositing, or in-engine stuff?"
2426.419529,2436.621895,Jace Talk: Just make a mental note of the snow...
2436.621895,2522.908454,Snutt & Jace Talk: Last minute adjustments & filming in public
2522.900153741621,2540.251094,Q&A: How did the jokes work with the localization?
2553.896402,2650.444219,Snutt & Jace Talk: Week 2 drone photography shots
2650.4334948466385,2686.66672,Snutt & Jace Talk: Going full Dora
2686.66672,2727.357289,Snutt & Jace Talk: What are you doing?
2727.357289,2763.595591,Snutt & Jace Talk: Let's watch my dismount
2763.595591,2787.212673,Snut & Jace Talk: Linus brought in the tape
2787.212673,2919.153406,Snutt & Jace Talk: Jace's PS5
2914.233510922202,3799.091495,Patch Notes Commentary: Update 4 Information Film
2919.153406,2950.339449,Snutt & Jace Talk: Couch reaction shots (Part 1)
2950.33351312208,2953.002308,Community FYI: Your PS5 is now Internet Famous
2960.106896,2971.231533,Q&A: How's the hangover?
2991.306945,3010.193065,Q&A: Does this mean that Console is confirmed?
3010.200183436929,3031.189078,Snutt & Jace Talk: Couch reaction shots (Part 2)
3105.674196,3181.615056,Snutt & Jace Talk: Now I know everyone loves complexity
3189.46638,3216.456936,Snutt & Jace Talk: Telepathic
3216.466862673167,3317.843942,Snutt & Jace Talk: Recording the Voice Overs seperately
3317.070226,3495.285387,Snutt & Jace Talk: Supah Computah
3558.580204,3579.584572,Snutt Talk: I had to delete the Particle Accelerator
3579.6002181352833,3589.587904,Community FYI: New emote?
3602.032046,3606.518134,Community FYI: I feel like Jace did not have to try hard to channel that inner Dora the Explorer
3626.216334,3634.786431,Snutt & Jace Talk: That shot of the dead Pioneer
3634.800221499086,3798.304294,Snutt & Jace Talk: This part was not in the script
3798.304294,3850.333567966687,Snutt & Jace Talk: Información
3799.091495,5116.700311803778,Patch Notes Commentary: Exploring the basement
3850.333078,3930.697601,Snutt & Jace Talk: Leaping over the couch
3930.697601,4115.038125,Snutt & Jace Talk: The mic died on the basement shot (Part 1)
4115.038125,4127.909474,Snutt Talk: We re-used shots
4127.909474,4173.41148,Snutt & Jace Talk: I hate this shot
4173.400254320536,4183.919472,"Community FYI: ""we've all done it"" you never play!!!"
4183.919472,4208.962283,Snutt & Jace Talk: This shot was filmed before the reshoot
4208.962283,4225.153124,Community FYI: The editor in me is so rock hard by these continuity details
4226.766924239285,4309.886635,Snutt & Jace Talk: These shots were captured by Linus
4310.800262693479,4318.996324,Q&A: Would you consider YouTube a valuable resource for learning Premiere
4319.605724,4394.66682,Snutt & Jace Talk: Opinion on Power Storage
4402.033601586431,4459.303503,Snutt & Jace Talk: Excitement about Signs
4459.303503,4531.470572,Snutt & Jace Talk: Insult easter eggs & foreshadowing the Particle Accelerator
4531.470572,4862.147916,Snutt & Jace Talk: Lights reveal
4870.63404,4899.066685,Snutt & Jace Talk: Linus made a test render (Part 1)
4898.239745,4906.666965671338,Community FYI: The train part looks amazing
4906.666965671338,4956.002485,Snutt & Jace Talk: Compositing the Lights Control Panel shot
4956.002485,5033.081647,Snutt & Jace Talk: We didn't know we were going to have Lights in Update 4 until weeks ago
5033.081647,5054.715935,Snutt & Jace Talk: The mic died on the basement shot (Part 2)
5054.715935,5068.412122,Snutt & Jace Talk: It's like I'm in France
5068.412122,5116.711997,Snutt & Jace Talk: Linus made a test render (Part 2)
5116.700311803778,,Patch Notes Commentary: Finding the key (Part 1)
5116.700311803778,5179.48788,Snutt & Jace Talk: ¡Eres un tonto!
5179.500315630713,5279.555337,Snutt & Jace Talk: Drones reveal
5279.555337,5405.468767,Snutt & Jace Talk: Drones previs
5405.468767,,Snutt & Jace Talk: Behind the scenes of Simon's mock-up (Part 1)
